"Here are the results! We had 74 competitors for the Event, and 38 time onlies.",,,,,,,,,,,,,,,,,,,,,
Series Event II,,,,,,,,,,,,,,,,,,,,,
Rank ,Category ,Class ,Name ,Year/Make/Model ,Run 1 ,  ,Run 2 ,  ,Run 3 ,  ,Run 4 ,  ,Best Time ,Time Rank ,PAX Time ,PAX Rank ,Cls Pts,,,,
1,open,ES,Mark Johnson,94 Mazda/Miata,45.638, ,44.861, ,45.106, ,45.064, ,44.861,24,36.113,15,951,,,,
1,open,FS,Roy Coombes,93 FORD/MUSTANG,47.995, ,84.725,(20),47.043, ,46.108, ,46.108,34,37.117,29,925,,,,
1,open,HS,David Webb,01 Ford/Focus,46.336, ,49.508,(2),48.470,(2),48.400,(2),46.336,35,36.003,14,954,,,,
2,open,HS,Carlos Murphy,88 Honda/CRX,55.361, ,51.997, ,72.101,(20),50.943, ,50.943,69,39.583,54,867,,,,
1,open,ASP,Ted Lewis,65 lotus/elan,43.726,(2),41.403, ,46.867, ,43.078, ,41.403,3,35.193,9,975,,,,
1,open,BSP,Bob Walsh,71 Mercury/Capri,47.900, ,45.151, ,45.034, ,44.957, ,44.957,25,37.719,34,910,,,,
1,open,DSP,Clint Child,00 acura/integra R,44.942,(2),42.166, ,42.130, ,42.090, ,42.090,6,34.598,3,992,,,,
1,open,ESP,Rob Love,04 Mitsubishi/EVO,62.292,(20),42.845, ,44.497,(2),43.173, ,42.845,11,35.390,12,970,,,,
2,open,ESP,Bob Butcher,98 Chevrolet/Camaro,50.354, ,49.020, ,48.942, ,59.622,(4),48.942,53,40.426,62,849,,,,
1,open,AP,Dave Koepp,65 Cobra,46.353, ,45.298, ,45.745, ,44.306, ,44.306,19,38.325,42,896,,,,
1,open,CP,Kenny Smith,Chevy Camaro,47.505, ,45.749, ,44.545, ,44.548, ,44.545,22,38.086,37,901,,,,
2,open,CP,Jesse Smith,Chevy Camaro,52.304, ,47.206, ,46.511, ,52.931, ,46.511,38,39.767,55,863,,,,
1,open,FP,Mike Nieto,91 VW/GTI,47.007, ,46.963, ,45.739, ,45.313, ,45.313,28,39.060,50,879,,,,
1,open,AM,Robert Slocum,83 RX-7/Mazda,52.843, ,72.837,(20),49.942, ,49.562, ,49.562,60,49.562,74,693,,,,
1,open,DM,Ralph Prince,60 frogeye/,DNF, ,50.689, ,53.072,(2),49.327, ,49.327,59,43.358,69,792,,,,
1,open,EM,Brian Malm,91 Corvarri/Kit,77.611,(20),55.847,(2),51.645,(4),67.981,(20),51.645,70,45.757,72,750,,,,
1,open,FM,Kurt Cramer,71 Zink/Z4,57.196, ,51.995, ,70.118,(20),DNF, ,51.995,72,45.964,73,747,,,,
1,open,STS,Jonathan Eddy,00 Subaru/Impreza 2.5RS,48.584,(2),46.066, ,45.650, ,45.220, ,45.220,27,36.131,16,950,,,,
2,open,STS,Matt Durban,98 BMW/318ti,46.466, ,48.483, ,46.388, ,50.402,(4),46.388,37,37.064,26,926,,,,
1,open,STU,Chris Groppi,04 Subaru/WRX STi,45.356, ,45.373, ,46.647,(2),46.599,(2),45.356,29,37.101,28,925,,,,
2,open,STU,Jack Drummond,4 Dodge/SRT-4,48.714, ,46.577, ,46.929, ,46.829, ,46.577,39,38.100,38,901,,,,
1,open,STX,Mike Quigley,02 subaru/wrx,DNF, ,45.982,(2),43.698, ,47.772,(4),43.698,13,35.046,7,980,,,,
2,open,STX,James Carter,04 Subaru/WRX,44.778, ,44.422, ,44.206, ,45.145, ,44.206,18,35.453,13,968,,,,
3,open,STX,Gary Ray,88 BMW/M3,46.065, ,45.307, ,45.898, ,45.213, ,45.213,26,36.261,18,947,,,,
4,open,STX,Matt Smith,05 Dodge/Neon SRJ-4,DNF, ,47.214, ,47.101, ,47.509, ,47.101,42,37.775,35,909,,,,
5,open,STX,Fernando Ma,02 Volkswagen/GTI,47.793, ,47.568, ,48.736, ,47.712, ,47.568,46,38.150,39,900,,,,
1,open,SM2,Dave Skull,91 Toyota/MR2,66.762,(20),44.060, ,43.671, ,42.832, ,42.832,10,36.493,23,941,,,,
2,open,SM2,Keith Lensch,98 chevrolet/corvette,44.076, ,51.034,(2),43.577, ,43.530, ,43.530,12,37.088,27,926,,,,
3,open,SM2,Jeff Braciak,00 BMW/M Coupe,48.857, ,47.769, ,46.701, ,46.069, ,46.069,33,39.251,52,875,,,,
4,open,SM2,Greg Mondeau,00 BMW/M coupe,50.878, ,49.144, ,49.899, ,49.575, ,49.144,57,41.871,67,820,,,,
1,open,FJ4,Kayla Smith,Kart,51.464, ,50.948, ,49.934, ,57.675, ,49.934,63,41.545,65,826,,,,
1,ladies,ESP,Susan Love,04 Mitsubishi/EVO,46.610, ,45.701, ,44.674, ,44.381, ,44.381,20,36.659,25,936,,,,
2,ladies,ES,Dawn Maxwell,94 Mazda/Miata,69.687,(10),46.344, ,58.200,(6),64.846,(10),46.344,36,37.307,30,920,,,,
3,ladies,HS,Mindi Cross,01 Ford/Focus,69.003,(20),49.352, ,48.669, ,48.023, ,48.023,50,37.314,31,920,,,,
4,ladies,SS,Kat Kemper,03 Chev/Corvette,70.224,(20),44.723, ,45.106, ,44.686, ,44.686,23,37.402,32,918,,,,
5,ladies,CP,Ronda Smith,Chevy Camaro,50.728, ,49.249, ,47.004, ,47.556, ,47.004,40,40.188,56,854,,,,
6,ladies,DS,Carol Nordquist,03 BMW/330i,64.573, ,58.033, ,56.587, ,54.043, ,54.043,73,43.018,68,798,,,,
1,novice,STU,Michael Oswald,05 Subaru/WRX STi,65.673,(20),44.548, ,44.875, ,44.502, ,44.502,21,36.403,20,943,,,,
2,novice,DS,Amro Habib,05 Infiniti/G35,DNF, ,50.007, ,69.461,(20),47.627, ,47.627,48,37.911,36,906,,,,
3,novice,FS,Brian Kuhn,95 VW/golf GTI VR6,48.216, ,51.100,(2),48.356, ,47.421, ,47.421,45,38.174,40,899,,,,
4,novice,STX,Brandon Guerra,04 VW/R32,70.848,(20),72.718,(20),47.720, ,49.314, ,47.720,49,38.271,41,897,,,,
5,novice,FSP,Ross Jackson,94 VW/jett glx ,48.012, ,48.292, ,66.797,(20),47.608, ,47.608,47,38.610,43,889,,,,
6,novice,DSP,Zach Fellows,05 Honda/Civic,48.003, ,47.218, ,47.995, ,47.819, ,47.218,43,38.813,45,884,,,,
7,novice,DS,Jon Matthias,95 Mitsubishi/Eclipse,71.855,(20),49.938, ,56.086, ,48.949, ,48.949,54,38.963,46,881,,,,
8,novice,DS,Tom Fellows,05 BMW/325i,72.370,(20),71.337,(20),50.403, ,48.971, ,48.971,55,38.981,48,881,,,,
9,novice,FSP,Roger Velasco,84 vw/rabbit,51.605, ,49.900, ,48.989, ,48.652, ,48.652,51,39.457,53,870,,,,
10,novice,STS2,Alan Smith,00 Honda/Civic SI,52.174,(2),DNF, ,50.105, ,69.764,(20),50.105,64,40.234,57,853,,,,
11,novice,CS,Dan Vlasich,99 /miata,49.675, ,54.241,(2),50.517, ,51.384, ,49.675,61,40.237,58,853,,,,
12,novice,DS,Jennifer Fioretti,04 Subaru/WRX,77.665,(20),53.791, ,52.299, ,50.608, ,50.608,68,40.284,59,852,,,,
13,novice,AS,Brenda Dixon,01 BMW/M3,53.604,(2),50.410, ,49.400, ,48.661, ,48.661,52,40.291,60,852,,,,
14,novice,STS,Jamal Cox,99 VW/Jetta VRG,DNF, ,72.189,(20),54.540,(2),50.517, ,50.517,67,40.363,61,851,,,,
15,novice,CSP,Joel Rhode,Honda/CRX,52.142, ,DNF, ,49.815, ,49.123, ,49.123,56,41.165,63,834,,,,
16,novice,CSP,Mike Woodard,95 Mazda/Miata,73.745,(20),50.074, ,50.107, ,49.309, ,49.309,58,41.321,64,831,,,,
1,street,AS,Matt Francis,05 Subaru/Impreza WRX STI,46.142, ,45.235, ,44.336, ,43.703, ,43.703,14,36.186,17,949,,,,
2,street,BS,Ed Prather,03 Nissan/350Z,65.926,(20),DNF, ,46.395, ,45.772, ,45.772,31,37.579,33,914,,,,
3,street,HS,Scott Lane,98 Dodge /Dakota,51.589, ,49.980, ,50.041, ,49.753, ,49.753,62,38.658,44,888,,,,
4,street,HS,Tom Evans,79 Fiat/Spider,52.035, ,50.586, ,50.392, ,50.169, ,50.169,65,38.981,49,881,,,,
5,street,AS,Stuart Anderson,04 PORSCHE/BOXSTER,51.113, ,DNF, ,48.009, ,47.227, ,47.227,44,39.104,51,878,,,,
6,street,AS,Lamar Jordan,01 BMW/M3,71.345,(20),52.278, ,79.817,(20),50.298, ,50.298,66,41.647,66,824,,,,
7,street,SM,Chad McKulsky,87 VW/GTI,64.393, ,55.112, ,53.166, ,51.667, ,51.667,71,43.504,70,789,,,,
8,street,AS,Timothy Ehrhard,85 Porsche/928 S,DNF, ,DNF, ,59.104, ,54.476, ,54.476,74,45.106,71,761,,,,
1,TO,DS,Doug Rowse,03 BMW/330i,43.094, ,45.338,(2),43.129, ,43.736, ,43.094, ,34.303, ,1001,,,,
2,TO,SS,David Rock,01 Chevy/Z06,41.124, ,43.566,(2),42.931,(2),43.664,(2),41.124, ,34.421, ,997,,,,
3,TO,SS,Newton Johnson,04 Corvette/Z06,43.996,(2),42.166, ,41.892, ,41.340, ,41.340, ,34.602, ,992,,,,
4,TO,AS,Joel Schotz,04 Honda/S2000,41.915, ,43.193, ,42.871, ,42.014, ,41.915, ,34.706, ,989,,,,
5,TO,AS,Dave Mccombs,4 honda/s2000,44.056,(2),44.558,(2),43.006, ,42.010, ,42.010, ,34.784, ,987,,,,
6,TO,SS,Don Hyland,05 Lotus/Elise,42.673, ,42.046, ,45.669,(2),44.684,(2),42.046, ,35.193, ,975,,,,
7,TO,SS,Elvis Presley,05 Lotus/Elise,43.748, ,42.386, ,44.901, ,63.442,(20),42.386, ,35.477, ,968,,,,
8,TO,STX,Mike Quigley,02 subaru/wrx,44.414, ,46.166, ,45.506, ,44.371, ,44.371, ,35.586, ,965,,,,
9,TO,STS,Jonathan Eddy,00 Subaru/Impreza 2.5RS,45.028, ,44.781, ,44.863, ,44.935, ,44.781, ,35.780, ,959,,,,
10,TO,ES,Mark Johnson,94 Mazda/Miata,47.616,(2),48.057,(2),44.793, ,44.565, ,44.565, ,35.875, ,957,,,,
11,TO,AS,Matt Francis,05 Subaru/Impreza WRX STI,46.003,(2),44.044, ,43.658, ,43.419, ,43.419, ,35.951, ,955,,,,
12,TO,STU,Chris Groppi,04 Subaru/WRX STi,44.475, ,45.165, ,44.268, ,44.224, ,44.224, ,36.175, ,949,,,,
13,TO,ES,Dawn Maxwell,94 Mazda/Miata,47.583,(2),45.843, ,45.385, ,44.949, ,44.949, ,36.184, ,949,,,,
14,TO,FS,Roy Coombes,93 FORD/MUSTANG,61.552,(2),45.888, ,45.239, ,44.956, ,44.956, ,36.190, ,949,,,,
15,TO,AS,Rob Rockefeller,00 Honda/S2000,55.702,(4),45.406,(2),43.791, ,45.053,(2),43.791, ,36.259, ,947,,,,
16,TO,SM2,Keith Lensch,98 chevrolet/corvette,43.728, ,42.961, ,43.025, ,42.643, ,42.643, ,36.332, ,945,,,,
17,TO,AS,Lamar Jordan,01 BMW/M3,44.943, ,69.628,(20),68.871,(20),50.039, ,44.943, ,37.213, ,923,,,,
18,TO,AP,Dave Koepp,65 Cobra,46.119, ,44.699, ,43.383, ,43.104, ,43.104, ,37.285, ,921,,,,
19,TO,SS,Clint Child,00 Chevy/Corvette,44.576,(2),44.712,(2),44.813,(2),44.755,(2),44.576, ,37.310, ,920,,,,
20,TO,BS,Ed Prather,03 Nissan/350Z,45.697, ,72.733,(20),46.339, ,46.524, ,45.697, ,37.517, ,915,,,,
21,TO,BSP,Bob Walsh,71 Mercury/Capri,44.779, ,45.968, ,45.347, ,45.059, ,44.779, ,37.570, ,914,,,,
22,TO,STX,Fernando Ma,02 Volkswagen/GTI,47.194, ,47.498, ,47.611, ,49.552,(2),47.194, ,37.850, ,907,,,,
23,TO,STS,Matt Bovee,96 Honda/Prelude,48.467, ,49.529,(2),47.399, ,52.389,(6),47.399, ,37.872, ,906,,,,
24,TO,DS,Jonathan Matthias,95 Mitsubishi/Eclipse,50.305, ,48.504, ,48.848, ,47.746, ,47.746, ,38.006, ,903,,,,
25,TO,DS,Carol Nordquist,03 BMW/330i,70.555,(20),47.901, ,70.316,(20),49.299, ,47.901, ,38.129, ,900,,,,
26,TO,AS,Stuart Anderson,04 PORSCHE/BOXSTER,46.494, ,46.154, ,47.818, ,48.035, ,46.154, ,38.216, ,898,,,,
27,TO,FP,Mike Nieto,91 VW/GTI,45.827, ,44.973, ,44.817, ,45.638, ,44.817, ,38.632, ,889,,,,
28,TO,FSP,Roger Velasco,84 vw/rabbit,47.795, ,49.593,(2),48.856, ,48.090, ,47.795, ,38.762, ,886,,,,
29,TO,HS,Carlos Murphy,88 Honda/CRX,51.973, ,52.085,(2),65.402,(2),50.333, ,50.333, ,39.109, ,878,,,,
30,TO,SM2,Jeff Braciak,00 BMW/M Coupe,47.824, ,46.425, ,71.632,(20),67.676,(20),46.425, ,39.554, ,868,,,,
31,TO,CSP,Joel Rhode,Honda/CRX,48.428, ,47.691, ,48.180, ,47.557, ,47.557, ,39.853, ,861,,,,
32,TO,ESP,Bob Butcher,98 Chevrolet/Camaro,48.688, ,48.567, ,48.426, ,48.891, ,48.426, ,40.000, ,858,,,,
33,TO,CP,Kayla Smith,68 Chevy/Camaro,65.063, ,70.491, ,71.600, ,47.162,(2),47.162, ,40.324, ,851,,,,
34,TO,CSP,Mike Woodard,95 Mazda/Miata,49.408, ,63.614, ,49.789, ,48.768, ,48.768, ,40.868, ,840,,,,
35,TO,DM,Ralph Prince,60 frogeye/,51.564, ,48.345, ,46.865, ,48.955, ,46.865, ,41.194, ,833,,,,
36,TO,SM2,Greg Mondeau,00 BMW/M coupe,49.917, ,50.197, ,49.654, ,48.688, ,48.688, ,41.482, ,828,,,,
37,TO,EM,Brian Malm,91 Corvarri/Kit,47.548, ,47.474, ,54.970, ,47.418, ,47.418, ,42.012, ,817,,,,
38,TO,AM,Robert Slocum,83 RX-7/Mazda,48.831, ,48.849, ,49.024, ,49.068, ,48.831, ,48.831, ,703,,,,
