"Here are the results! We had 61 competitors for the Event, and 26 time onlies.",,,,,,,,,,,,,,,,,,,,,
Series Event IV,,,,,,,,,,,,,,,,,,,,,
Rank ,Category ,Class ,Name ,Year/Make/Model ,Run 1 ,  ,Run 2 ,  ,Run 3 ,  ,Run 4 ,  ,Best Time ,Time Rank ,PAX Time ,PAX Rank ,Cls Pts,,,,
4,TO,AS,Dave Mccombs,4 honda/s2000,43.454, ,47.711,(4),43.330, ,42.829, ,42.829, ,35.462, ,1002,,,,
5,TO,ESP,Larry Petrucci,95 Pontiac/Firechicken,45.290, ,45.871,(2),45.890,(2),43.042, ,43.042, ,35.553, ,1000,,,,
6,TO,SM2,Keith Lensch,06 chevrolet/corvette,43.980, ,42.860, ,44.859,(2),42.266, ,42.266, ,36.011, ,987,,,,
7,TO,DS,Ron Terrien,03 BMW/330i,46.607, ,45.341, ,45.591, ,47.417,(2),45.341, ,36.091, ,985,,,,
8,TO,CSP,Don Sattler,91 Mazda/Miata,44.848, ,43.876, ,47.671,(4),43.342, ,43.342, ,36.321, ,978,,,,
9,TO,AS,Mike Selland,01 Honda/S2000,46.487,(2),46.120,(2),44.502, ,43.951, ,43.951, ,36.391, ,977,,,,
10,TO,AS,Joel Schotz,04 Honda/S2000,46.376,(2),69.111,(22),44.220, ,DNF, ,44.220, ,36.614, ,971,,,,
11,TO,CSP,David Lahey,91 Mazda/Miata,44.165, ,46.100,(2),44.012, ,53.745,(4),44.012, ,36.882, ,964,,,,
12,TO,SS,Newton Johnson,04 Corvette/Z06,45.515, ,47.423,(2),44.430, ,44.417, ,44.417, ,37.177, ,956,,,,
13,TO,STU,Chris Groppi,04 Subaru/WRX STi,45.730, ,45.586, ,45.541, ,DNS, ,45.541, ,37.253, ,954,,,,
14,TO,SM,James Frink,04 Subaru/Impreza WRX STi,44.333, ,46.501,(2),44.628, ,48.801,(4),44.333, ,37.328, ,952,,,,
15,TO,SS,Todd Lydic,01 Chevy/Z06,45.200, ,46.004, ,45.563, ,44.643, ,44.643, ,37.366, ,951,,,,
16,TO,CS,Brad Owen,99 Mazda/Miata,46.299, ,DNF, ,50.129,(4),48.757,(2),46.299, ,37.502, ,948,,,,
17,TO,SM2,Mark Eddy,Datsun 240Z,45.134, ,44.492, ,48.724, ,51.828,(4),44.492, ,37.907, ,937,,,,
18,TO,ES,Greg Toy,95 Toyota/MR2,48.081, ,47.710, ,47.952, ,47.402, ,47.402, ,38.159, ,931,,,,
19,TO,DS,Amro Habib,05 INFINITI/G35 SEDAN,62.776,(2),50.917,(2),48.109, ,62.005, ,48.109, ,38.295, ,928,,,,
20,TO,EM,Tom Hill,88 Pontiac/Cadero,43.265, ,46.240,(2),43.788, ,51.314,(2),43.265, ,38.333, ,927,,,,
21,TO,STS,David Webb,02 Ford/Focus,59.843,(6),48.818,(2),48.524,(2),DNF, ,48.524, ,38.771, ,917,,,,
22,TO,STX,Brandon Guerra,04 VW/R32,51.178, ,49.859, ,48.661, ,48.949, ,48.661, ,39.026, ,911,,,,
23,TO,FP,Mike Nieto,91 VW/Gti,46.547, ,46.272, ,45.727, ,45.746, ,45.727, ,39.417, ,902,,,,
24,TO,FSP,Roger Velasco,84 VW/Rabbit,50.489, ,51.482,(2),50.244, ,49.232, ,49.232, ,39.927, ,890,,,,
25,TO,SM2,Greg Mondeau,00 BMW/M coupe,51.880, ,52.935, ,52.437, ,52.161, ,51.880, ,44.202, ,804,,,,
26,TO,CSP,Joel Rhode,89 Honda/CRX,56.348,(2),57.347,(4),52.966, ,53.210, ,52.966, ,44.386, ,801,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
