"Here are the results! We had 59 competitors for the Event, and 28 time onlies.",,,,,,,,,,,,,,,,,,,,,
Series Event I,,,,,,,,,,,,,,,,,,,,,
Rank ,Category ,Class ,Name ,Year/Make/Model ,Run 1 ,  ,Run 2 ,  ,Run 3 ,  ,Run 4 ,  ,Best Time ,Time Rank ,PAX Time ,PAX Rank ,Cls Pts,,,,
3,open,STU,Jamal Brewer,04 Dodge/SRT-4,79.287, ,76.535, ,78.009,(2),76.432, ,76.432,42,62.521,43,886,,,,
1,open,STX,Mike Quigley,02 subaru/wrx,71.976, ,72.247, ,70.633, ,73.662,(2),70.633,19,56.648,9,978,,,,
2,open,STX,Gary Ray,88 bmw/m3,73.539, ,74.488, ,73.069, ,72.994, ,72.994,30,58.541,23,947,,,,
3,open,STX,Jeff Braciak,01 Pontiac/Firebird V6,76.497, ,75.071, ,74.419, ,75.530, ,74.419,35,59.684,31,929,,,,
1,open,SM2,Dave Skull,91 Toyota/MR2,70.721, ,67.572, ,90.808,(20),70.425, ,67.572,5,57.571,12,963,,,,
1,open,FJ4,Kayla Smith,00 Kart,DNF, ,78.465,(2),76.321, ,74.479, ,74.479,37,61.967,40,894,,,,
1,ladies,ASP,Mindi Cross,65 Lotus/Elan,94.468,(22),68.880, ,67.839, ,DNF, ,67.839,7,57.663,14,961,,,,
2,ladies,GS,Kim Sparling,02 Saab/9-3,DNF, ,79.315, ,79.559, ,76.745, ,76.745,45,60.015,32,923,,,,
1,novice,STS,Scott Johnson,04 Infinti/G35,96.994,(20),77.022, ,76.511,(2),78.781,(4),76.511,43,61.132,36,907,,,,
2,novice,AS,Scott Sykes,05 Subaru/WRX STI,88.412, ,79.449, ,76.780, ,DNS, ,76.780,47,63.574,46,872,,,,
3,novice,EP,Carlos Murphy,88 honda/crx,83.493, ,78.827, ,81.154,(2),78.397, ,78.397,51,67.265,56,824,,,,
4,novice,FP,Daniel Murphy,96 Volkswagen/Gofl,82.286, ,81.684, ,85.946, ,85.341,(2),81.684,55,70.412,57,787,,,,
5,novice,STX,Bob Bedillion,03 vw/passat,DNF, ,DNF, ,DNF, ,91.899, ,91.899,58,73.703,58,752,,,,
1,street,DSP,Brian Peters,00 Acura/Integra Type-R,70.654, ,70.798, ,70.567, ,69.956, ,69.956,13,57.504,11,964,,,,
2,street,DSP,Clint Child,00 Acura/Integra Type-R,71.070, ,74.124, ,70.559, ,70.125, ,70.125,15,57.643,13,961,,,,
3,street,GS,Brad Owen,01 Nissan/Sentra,94.522,(20),74.667, ,74.516, ,73.985, ,73.985,34,57.856,19,958,,,,
4,street,CS,Mark Johnson,99 Mazda/Miata,73.189, ,72.545, ,72.005, ,72.335, ,72.005,25,58.324,20,950,,,,
5,street,BS,Brady Dohrmann,04 Nissan/350Z,72.526, ,72.097, ,72.333, ,71.679, ,71.679,22,58.848,24,942,,,,
6,street,AS,Brandon Smith,01 Honda/S2000,93.674,(20),74.035,(2),71.909, ,71.837, ,71.837,24,59.481,30,932,,,,
7,street,DSP,David Webb,02 Ford/Focus,75.562, ,74.431, ,74.681, ,73.873, ,73.873,32,60.724,35,913,,,,
8,street,DM,Olin Tweed,88 Honda/Civic,74.979,(2),69.980, ,70.299, ,69.821, ,69.821,12,61.373,39,903,,,,
9,street,BS,Rob Michaels,86 Porsche/944 Turbo,80.780, ,82.502,(2),97.701,(20),77.879, ,77.879,48,63.939,48,867,,,,
10,street,BS,Derek Brodie,03 Nissan/350Z,80.639, ,78.498, ,77.879, ,79.200, ,77.879,49,63.939,49,867,,,,
11,street,ES,Andrew Gardner,83 Fiat/X1/9,100.850,(20),82.494, ,81.371, ,80.203, ,80.203,53,64.563,52,858,,,,
12,street,FSP,Stuart Anderson,98 FORD/COBRA,101.270,(20),DNF, ,DNF, ,DNF, ,101.270,59,82.130,59,675,,,,
1,TO,DS,David Rock,03 BMW/330i,70.933, ,90.801,(20),72.816,(2),70.409, ,70.409, ,56.046, ,989,,,,
2,TO,SS,Newton Johnson,04 Corvette/Z06,68.929, ,69.639,(2),67.815, ,DNS, ,67.815, ,56.761, ,976,,,,
3,TO,AS,Steve Ryan,91 Chevrolet/Corvette,70.700, ,71.917, ,68.660, ,70.318,(2),68.660, ,56.850, ,975,,,,
4,TO,STS,Jonathan Eddy,00 Subaru/Impreza 2.5RS,72.342, ,71.154, ,71.312, ,71.695, ,71.154, ,56.852, ,975,,,,
5,TO,DSP,Clint Child,00 Acura/Integra Type-R,70.145, ,69.627, ,69.572, ,69.326, ,69.326, ,56.986, ,973,,,,
6,TO,STX,Mike Quigley,02 subaru/wrx,71.216, ,78.817, ,97.006,(20),75.846,(2),71.216, ,57.115, ,970,,,,
7,TO,DSP,Brian Peters,00 Acura/Integra Type-R,69.537, ,73.885,(4),71.346,(2),75.990,(6),69.537, ,57.159, ,970,,,,
8,TO,GS,Brad Owen,01 Nissan/Sentra,73.867, ,73.278, ,73.677, ,73.188, ,73.188, ,57.233, ,968,,,,
9,TO,AS,Rob Rockefeller,00 Honda/S2000,69.429, ,75.317, ,72.368,(2),69.648, ,69.429, ,57.487, ,964,,,,
10,TO,STU,Chris Groppi,04 Subaru/WRX STi,71.976, ,71.943, ,71.496, ,70.695, ,70.695, ,57.829, ,958,,,,
11,TO,CS,Mark Johnson,99 Mazda/Miata,71.978, ,75.864, ,74.625,(2),71.464, ,71.464, ,57.886, ,957,,,,
12,TO,GS,Chris Sparling,02 Saab/9-3,80.567,(2),74.124, ,84.739, ,77.123, ,74.124, ,57.965, ,956,,,,
13,TO,DSP,Doug Rowse,03 BMW/330i,70.552, ,71.105, ,70.825, ,73.329,(2),70.552, ,57.994, ,956,,,,
14,TO,STS,Dennis Lach,99 Subaru/Impreza,77.618, ,77.678, ,72.811, ,73.994, ,72.811, ,58.176, ,953,,,,
15,TO,BS,Brady Dohrmann,04 Nissan/350Z,72.179, ,73.590,(2),71.266, ,72.032, ,71.266, ,58.509, ,947,,,,
16,TO,AS,Brandon Smith,01 Honda/S2000,71.209, ,72.381, ,74.014,(2),73.088,(2),71.209, ,58.961, ,940,,,,
17,TO,STX,Jeff Braciak,01 Pontiac/Firebird V6,80.938,(4),75.952, ,74.514, ,73.524, ,73.524, ,58.966, ,940,,,,
18,TO,STS,John Ellis,00 Toyota/Celica GTS,74.359, ,73.889, ,74.219, ,96.546,(20),73.889, ,59.037, ,939,,,,
19,TO,CS,Dawn Maxwell,99 Mazda/Miata,73.740, ,73.461, ,73.763, ,DNF, ,73.461, ,59.503, ,931,,,,
20,TO,BP,Keith Lensch,98 chevrolet/corvette,69.757, ,69.534, ,69.313, ,71.425,(2),69.313, ,59.678, ,929,,,,
21,TO,STU,Jamal Brewer,04 Dodge/SRT-4,75.840, ,75.084, ,74.165, ,77.694,(2),74.165, ,60.667, ,914,,,,
22,TO,BS,Derek Brodie,03 Nissan/350Z,105.918,(20),79.771, ,74.927, ,77.579, ,74.927, ,61.515, ,901,,,,
23,TO,DM,Olin Tweed,88 Honda/Civic,70.096, ,70.109, ,99.486,(20),72.061,(2),70.096, ,61.614, ,899,,,,
24,TO,FSP,Fernando Ma,91 Volkswagen/GTI,77.496, ,76.455, ,78.428, ,77.578, ,76.455, ,62.005, ,894,,,,
25,TO,ASP,Gregory Brewer,90 Nissan/300ZX TT,75.425, ,75.631, ,74.349, ,75.427, ,74.349, ,63.197, ,877,,,,
26,TO,BS,Rob Michaels,86 Porsche/944 Turbo,77.553, ,77.170, ,77.006, ,79.448,(2),77.006, ,63.222, ,877,,,,
27,TO,ES,Andrew Gardner,83 Fiat/X1/9,80.616, ,82.947, ,81.783, ,79.861, ,79.861, ,64.288, ,862,,,,
28,TO,EP,Carlos Murphy,88 honda/crx,78.333, ,77.840, ,78.466, ,83.146,(6),77.840, ,66.787, ,830,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
