"Here are the results! We had 40 competitors for the Event, and 23 time onlies.",,,,,,,,,,,,,,,,,
Series Event IV,,,,,,,,,,,,,,,,,
Rank ,Category ,Class ,Name ,Year/Make/Model ,Run 1 ,  ,Run 2 ,  ,Run 3 ,  ,Run 4 ,  ,Best Time ,Time Rank ,PAX Time ,PAX Rank ,Cls Pts
2,novice,AS,Andy Phan,05 Honda/s2000,61.637, ,61.188, ,59.654, ,61.766,(2),59.654,29,50.229,28,848
3,novice,SS,Chris Cox,06 Chevy/Corvette Z06,66.081, ,62.435, ,59.453, ,78.916,(20),59.453,27,50.654,30,841
4,novice,SM,Brock Palmer,97 Subaru/Impreza,65.404, ,62.931, ,60.307, ,59.576, ,59.576,28,51.235,33,831
5,novice,STS,Dave Hymers,95 Subaru/Impreza L AWD,66.335, ,63.604, ,63.340,(2),64.908,(2),63.340,36,51.685,34,824
6,novice,BS,Scott Gavel,05 Nissan/350Z - Touring,69.990, ,68.450, ,86.353,(20),64.120, ,64.120,37,53.348,35,798
7,novice,XP,Sean Wright,73 Datsun/240z,70.916, ,65.026, ,64.130, ,63.258, ,63.258,35,55.794,37,763
8,novice,SS,John Carson,06 Lotus/Elise,92.697,(20),66.008, ,DNF, ,65.497, ,65.497,38,55.803,38,763
9,novice,BS,Walt Zagorsky,04 Nissan/350Z,79.773, ,DNF, ,68.709, ,67.450, ,67.450,40,56.118,39,759
10,novice,BSP,John Yamasaki,08 Mazda/RX8,67.383, ,68.061, ,68.023, ,67.809,(6),67.383,39,57.815,40,737
1,street,DS,Amro Habib,05 Infiniti/G35 sedan,63.018, ,58.620,(2),61.156,(4),57.244, ,57.244,20,46.482,14,916
2,street,ES,Michael Woodard,95 Mazda/Miata,58.354, ,77.986,(20),57.585, ,57.675, ,57.585,22,47.047,16,905
3,street,CS,Harry Berzes,07 Mazda/MX5,57.880, ,56.770, ,DNF, ,57.124, ,56.770,18,47.176,17,903
4,street,ESP,Nathan Crum,08 Subaru/Outback XT,DNF, ,58.084, ,59.511,(2),56.748, ,56.748,17,47.725,18,892
5,street,CS,Larry Burrow,99 Mazda/Miata 10AE,60.816, ,58.327, ,58.307, ,59.042, ,58.307,25,48.453,22,879
6,street,SM,Harry Steiner,95 Nissan/240 SX,61.915,(2),74.710,(16),59.954, ,57.130, ,57.130,19,49.132,23,867
7,street,CS,Mitzi Burrow,99 Mazda/Miata 10AE,64.521,(2),64.670,(4),61.084, ,61.994,(2),61.084,31,50.761,31,839
8,street,CSP,Michael Gough,99 Mazda/Miata,60.481, ,60.722, ,59.786, ,74.357,(8),59.786,30,51.177,32,832
9,street,ASP,Bob Belman,05 Lotus/Elise,62.662, ,83.883,(20),62.815,(2),79.973,(20),62.662,33,54.015,36,788
1,TO,STU,Ben Clement,05 Mitsubishi/Evo,51.944, ,50.967, ,52.879,(2),51.047, ,50.967, ,42.303, ,1007
2,TO,STX,Mike Quigley,02 Subaru/WRX,52.241, ,52.145, ,51.724, ,52.420, ,51.724, ,42.414, ,1004
3,TO,STU,Jonathan Eddy,05 Subaru/WRX STi,52.670, ,DNF, ,52.602, ,54.684,(2),52.602, ,43.660, ,975
4,TO,GS,Rob Rockefeller,03 Toyota/Celica,54.672, ,54.905, ,55.029, ,54.220, ,54.220, ,44.189, ,964
5,TO,STX,E Eikenberry,02 subaru/WRX,55.429, ,54.353, ,54.333, ,53.950, ,53.950, ,44.239, ,963
6,TO,STX,Jeffrey Israel,04 Volkswagen/Golf R32,55.584, ,54.776, ,55.379, ,54.742, ,54.742, ,44.888, ,949
7,TO,AS,Chris Sparling,08 Saturn/Sky,54.552, ,53.893, ,53.642, ,53.595, ,53.595, ,45.127, ,944
8,TO,XP,Fred Zust,05 Lotus/Elise,51.564, ,DNS, ,DNS, ,DNS, ,51.564, ,45.479, ,936
9,TO,AS,Keith Lensch,08 Saturn/Sky,54.231, ,54.128, ,DNS, ,56.512,(2),54.128, ,45.576, ,934
10,TO,AS,Bruce Patterson,03 Honda/S2000,54.723, ,56.207,(2),65.588,(2),57.277,(2),54.723, ,46.077, ,924
11,TO,ESP,Nathan Crum,08 Subaru/Outback XT,57.223, ,DNF, ,55.160, ,55.016, ,55.016, ,46.268, ,920
12,TO,BSP,John Yamasaki,08 Mazda/RX8,60.880, ,55.380, ,59.864, ,58.274, ,55.380, ,47.516, ,896
13,TO,CSP,Stuart Anderson,99 Mazda/Miata,58.117, ,59.577,(2),57.612, ,56.744, ,56.744, ,48.573, ,877
14,TO,AS,Andy Phan,05 Honda/s2000,60.976,(2),58.932, ,99.501,(40),57.689, ,57.689, ,48.574, ,877
15,TO,ASP,Chris Kissel,65 FFR/COBRA,57.112, ,56.357, ,60.254,(2),DNF, ,56.357, ,48.580, ,877
16,TO,SM,Harry Steiner,95 Nissan/240 SX,59.365,(2),58.698,(2),60.176,(2),56.524, ,56.524, ,48.611, ,876
17,TO,STS,Dave Hymers,95 Subaru/Impreza L AWD,61.061, ,61.114, ,59.935, ,60.336, ,59.935, ,48.907, ,871
18,TO,CS,Larry Burrow,99 Mazda/Miata 10AE,DNF, ,59.056, ,60.758,(2),59.699, ,59.056, ,49.076, ,868
19,TO,DS,Al Blankenship,05 Chrysler/crossfire,60.634, ,61.926, ,62.022, ,61.926, ,60.634, ,49.235, ,865
20,TO,XP,Diane Deanovic,05 Lotus/Elise,56.204,(4),DNF, ,DNS, ,DNS, ,56.204, ,49.572, ,859
21,TO,SS,Peter Drubin,06 Lotus/Exige,60.258, ,61.056, ,60.009, ,59.790, ,59.790, ,50.941, ,836
22,TO,SS,Chris Cox,06 Chevy/Corvette Z06,60.203, ,60.511, ,59.811, ,81.163,(20),59.811, ,50.959, ,836
23,TO,CS,Mitzi Burrow,99 Mazda/Miata 10AE,62.512, ,63.207, ,61.594, ,63.477,(2),61.594, ,51.185, ,832
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
